department,muni,year,rural_pop,urban_pop,total_pop,area,altitude,discapital,la_violencia,ocup_espan,land_conflicts,homicides,coca_hectares,coca,farc_attacks,para_attacks
Risaralda,Mistrató,1996,10916,4014,14930,755,1518,75.274444580078125,0,0,0,NA,0,0,0,0
Risaralda,Mistrató,1997,10938,4018,14956,755,1518,75.274444580078125,0,0,0,NA,0,0,0,0
Risaralda,Mistrató,1998,10944,4016,14960,755,1518,75.274444580078125,0,0,0,NA,0,0,0,0
Risaralda,Mistrató,1999,10952,4010,14962,755,1518,75.274444580078125,0,0,0,NA,0,0,0,0
Risaralda,Mistrató,2000,10958,4020,14978,755,1518,75.274444580078125,0,0,0,NA,0,0,1,0
Risaralda,Mistrató,2001,10983,4015,14998,755,1518,75.274444580078125,0,0,0,NA,0,0,0,0
Risaralda,Mistrató,2002,11016,4013,15029,755,1518,75.274444580078125,0,0,0,NA,0,0,2,0
Risaralda,Mistrató,2003,11058,4008,15066,755,1518,75.274444580078125,0,0,0,36,0,0,0,0
Risaralda,Mistrató,2004,11103,4006,15109,755,1518,75.274444580078125,0,0,0,24,0,0,0,0
Risaralda,Mistrató,2005,11157,4016,15173,755,1518,75.274444580078125,0,0,0,15,0,0,1,0
Risaralda,Mistrató,2006,11216,4030,15246,755,1518,75.274444580078125,0,0,0,23,0,0,0,0
Risaralda,Mistrató,2007,11279,4048,15327,755,1518,75.274444580078125,0,0,0,17,0,0,1,0
Risaralda,Mistrató,2008,11349,4066,15415,755,1518,75.274444580078125,0,0,0,12,0,0,0,0
Risaralda,Mistrató,2009,11420,4087,15507,755,1518,75.274444580078125,0,0,0,11,0,0,0,0
Risaralda,Mistrató,2010,11494,4113,15607,755,1518,75.274444580078125,0,0,0,10,0,0,0,0
Risaralda,Mistrató,2011,11574,4137,15711,755,1518,75.274444580078125,0,0,0,17,0,0,NA,NA
Risaralda,Mistrató,2012,11657,4158,15815,755,1518,75.274444580078125,0,0,0,9,0,0,NA,NA
Risaralda,Mistrató,2013,11743,4187,15930,755,1518,75.274444580078125,0,0,0,12,0,0,NA,NA
Risaralda,Mistrató,2014,11833,4220,16053,755,1518,75.274444580078125,0,0,0,7,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Risaralda,Pueblo Rico,1993,8624,2694,11318,632,1560,71.93103790283203,0,0,0,NA,0,0,0,0
Risaralda,Pueblo Rico,1994,8633,2701,11334,632,1560,71.93103790283203,0,0,0,NA,0,0,0,0
Risaralda,Pueblo Rico,1995,8643,2709,11352,632,1560,71.93103790283203,0,0,0,NA,0,0,0,0
Risaralda,Pueblo Rico,1996,8649,2713,11362,632,1560,71.93103790283203,0,0,0,NA,0,0,0,0
Risaralda,Pueblo Rico,1997,8669,2720,11389,632,1560,71.93103790283203,0,0,0,NA,0,0,1,0
Risaralda,Pueblo Rico,1998,8683,2731,11414,632,1560,71.93103790283203,0,0,0,NA,0,0,0,0
Risaralda,Pueblo Rico,1999,8718,2738,11456,632,1560,71.93103790283203,0,0,0,NA,0,0,0,0
Risaralda,Pueblo Rico,2000,8760,2763,11523,632,1560,71.93103790283203,0,0,0,NA,0,0,2,0
Risaralda,Pueblo Rico,2001,8821,2776,11597,632,1560,71.93103790283203,0,0,0,NA,0,0,4,0
Risaralda,Pueblo Rico,2002,8890,2800,11690,632,1560,71.93103790283203,0,0,0,NA,0,0,3,0
Risaralda,Pueblo Rico,2003,8963,2818,11781,632,1560,71.93103790283203,0,0,0,10,0,0,2,0
Risaralda,Pueblo Rico,2004,9035,2839,11874,632,1560,71.93103790283203,0,0,0,6,0,0,1,0
Risaralda,Pueblo Rico,2005,9110,2869,11979,632,1560,71.93103790283203,0,0,0,6,0,0,1,0
Risaralda,Pueblo Rico,2006,9178,2902,12080,632,1560,71.93103790283203,0,0,0,8,0,0,0,0
Risaralda,Pueblo Rico,2007,9250,2940,12190,632,1560,71.93103790283203,0,0,0,2,0,0,0,0
Risaralda,Pueblo Rico,2008,9323,2981,12304,632,1560,71.93103790283203,0,0,0,6,0,0,0,0
Risaralda,Pueblo Rico,2009,9401,3018,12419,632,1560,71.93103790283203,0,0,0,6,0,0,0,0
Risaralda,Pueblo Rico,2010,9483,3068,12551,632,1560,71.93103790283203,0,0,0,4,0,0,0,0
Risaralda,Pueblo Rico,2011,9568,3115,12683,632,1560,71.93103790283203,0,0,0,12,0,0,NA,NA
Risaralda,Pueblo Rico,2012,9658,3167,12825,632,1560,71.93103790283203,0,0,0,10,0,0,NA,NA
Risaralda,Pueblo Rico,2013,9749,3220,12969,632,1560,71.93103790283203,0,0,0,2,0,0,NA,NA
Risaralda,Pueblo Rico,2014,9842,3283,13125,632,1560,71.93103790283203,0,0,0,9,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Risaralda,Quinchía,1993,25289,7756,33045,163,1776,62.109046936035156,1,0,0,NA,0,0,0,0
Risaralda,Quinchía,1994,25486,7773,33259,163,1776,62.109046936035156,1,0,0,NA,0,0,0,0
Risaralda,Quinchía,1995,25597,7780,33377,163,1776,62.109046936035156,1,0,0,NA,0,0,1,0
Risaralda,Quinchía,1996,25619,7770,33389,163,1776,62.109046936035156,1,0,0,NA,0,0,0,0
Risaralda,Quinchía,1997,25597,7758,33355,163,1776,62.109046936035156,1,0,0,NA,0,0,1,0
Risaralda,Quinchía,1998,25531,7755,33286,163,1776,62.109046936035156,1,0,0,NA,0,0,0,0
Risaralda,Quinchía,1999,25488,7762,33250,163,1776,62.109046936035156,1,0,0,NA,0,0,0,0
Risaralda,Quinchía,2000,25424,7797,33221,163,1776,62.109046936035156,1,0,0,NA,0,0,0,1
Risaralda,Quinchía,2001,25416,7805,33221,163,1776,62.109046936035156,1,0,0,NA,0,0,0,0
Risaralda,Quinchía,2002,25418,7818,33236,163,1776,62.109046936035156,1,0,0,NA,0,0,1,2
Risaralda,Quinchía,2003,25437,7826,33263,163,1776,62.109046936035156,1,0,0,48,0,0,3,6
Risaralda,Quinchía,2004,25446,7844,33290,163,1776,62.109046936035156,1,0,0,44,0,0,0,3
Risaralda,Quinchía,2005,25458,7865,33323,163,1776,62.109046936035156,1,0,0,43,0,0,1,0
Risaralda,Quinchía,2006,25460,7893,33353,163,1776,62.109046936035156,1,0,0,21,0,0,0,0
Risaralda,Quinchía,2007,25461,7927,33388,163,1776,62.109046936035156,1,0,0,12,0,0,0,0
Risaralda,Quinchía,2008,25469,7961,33430,163,1776,62.109046936035156,1,0,0,6,0,0,0,1
Risaralda,Quinchía,2009,25476,7995,33471,163,1776,62.109046936035156,1,0,0,7,0,0,0,0
Risaralda,Quinchía,2010,25483,8024,33507,163,1776,62.109046936035156,1,0,0,5,0,0,0,0
Risaralda,Quinchía,2011,25492,8062,33554,163,1776,62.109046936035156,1,0,0,5,0,0,NA,NA
Risaralda,Quinchía,2012,25508,8094,33602,163,1776,62.109046936035156,1,0,0,12,0,0,NA,NA
Risaralda,Quinchía,2013,25521,8130,33651,163,1776,62.109046936035156,1,0,0,11,0,0,NA,NA
Risaralda,Quinchía,2014,25540,8162,33702,163,1776,62.109046936035156,1,0,0,10,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Risaralda,Santa Rosa de Cabal,1993,17964,46903,64867,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,1994,17449,47966,65415,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,1995,16948,48972,65920,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,1996,16449,49878,66327,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,1997,15976,50741,66717,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,1998,15540,51629,67169,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,1999,15157,52483,67640,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,2000,14815,53435,68250,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,2001,14519,54151,68670,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,2002,14263,54806,69069,630,1701,18.483463287353516,0,0,0,NA,0,0,0,0
Risaralda,Santa Rosa de Cabal,2003,14032,55343,69375,630,1701,18.483463287353516,0,0,0,64,0,0,0,0
Risaralda,Santa Rosa de Cabal,2004,13832,55838,69670,630,1701,18.483463287353516,0,0,0,33,0,0,0,0
Risaralda,Santa Rosa de Cabal,2005,13646,56304,69950,630,1701,18.483463287353516,0,0,0,62,0,0,0,0
Risaralda,Santa Rosa de Cabal,2006,13473,56730,70203,630,1701,18.483463287353516,0,0,0,76,0,0,0,0
Risaralda,Santa Rosa de Cabal,2007,13310,57140,70450,630,1701,18.483463287353516,0,0,0,66,0,0,0,0
Risaralda,Santa Rosa de Cabal,2008,13152,57543,70695,630,1701,18.483463287353516,0,0,0,68,0,0,0,0
Risaralda,Santa Rosa de Cabal,2009,12994,57936,70930,630,1701,18.483463287353516,0,0,0,51,0,0,0,0
Risaralda,Santa Rosa de Cabal,2010,12837,58328,71165,630,1701,18.483463287353516,0,0,0,45,0,0,0,0
Risaralda,Santa Rosa de Cabal,2011,12679,58703,71382,630,1701,18.483463287353516,0,0,0,19,0,0,NA,NA
Risaralda,Santa Rosa de Cabal,2012,12515,59086,71601,630,1701,18.483463287353516,0,0,0,33,0,0,NA,NA
Risaralda,Santa Rosa de Cabal,2013,12354,59456,71810,630,1701,18.483463287353516,0,0,0,19,0,0,NA,NA
Risaralda,Santa Rosa de Cabal,2014,12200,59825,72025,630,1701,18.483463287353516,0,0,0,27,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Risaralda,Santuario,1993,8735,6478,15213,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,1994,8711,6521,15232,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,1995,8694,6557,15251,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,1996,8675,6588,15263,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,1997,8659,6612,15271,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,1998,8643,6646,15289,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,1999,8630,6681,15311,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,2000,8612,6732,15344,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,2001,8602,6755,15357,226,1575,39.02190399169922,0,1,0,NA,0,0,2,1
Risaralda,Santuario,2002,8587,6785,15372,226,1575,39.02190399169922,0,1,0,NA,0,0,0,0
Risaralda,Santuario,2003,8580,6806,15386,226,1575,39.02190399169922,0,1,0,9,0,0,0,0
Risaralda,Santuario,2004,8568,6836,15404,226,1575,39.02190399169922,0,1,0,8,0,0,0,0
Risaralda,Santuario,2005,8556,6866,15422,226,1575,39.02190399169922,0,1,0,8,0,0,0,0
Risaralda,Santuario,2006,8542,6907,15449,226,1575,39.02190399169922,0,1,0,17,0,0,0,0
Risaralda,Santuario,2007,8527,6942,15469,226,1575,39.02190399169922,0,1,0,20,0,0,0,0
Risaralda,Santuario,2008,8514,6982,15496,226,1575,39.02190399169922,0,1,0,16,0,0,0,0
Risaralda,Santuario,2009,8508,7022,15530,226,1575,39.02190399169922,0,1,0,6,0,0,0,0
Risaralda,Santuario,2010,8496,7061,15557,226,1575,39.02190399169922,0,1,0,14,0,0,0,0
Risaralda,Santuario,2011,8487,7101,15588,226,1575,39.02190399169922,0,1,0,6,0,0,NA,NA
Risaralda,Santuario,2012,8473,7137,15610,226,1575,39.02190399169922,0,1,0,11,0,0,NA,NA
Risaralda,Santuario,2013,8469,7182,15651,226,1575,39.02190399169922,0,1,0,14,0,0,NA,NA
Risaralda,Santuario,2014,8466,7218,15684,226,1575,39.02190399169922,0,1,0,6,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Santander,Bucaramanga,1993,8844,456641,465485,154,959,0,0,0,0,NA,0,0,1,0
Santander,Bucaramanga,1994,8721,463530,472251,154,959,0,0,0,0,NA,0,0,1,0
Santander,Bucaramanga,1995,8625,470010,478635,154,959,0,0,0,0,NA,0,0,0,0
Santander,Bucaramanga,1996,8544,476054,484598,154,959,0,0,0,0,NA,0,0,0,0
Santander,Bucaramanga,1997,8472,481638,490110,154,959,0,0,0,0,NA,0,0,0,0
Santander,Bucaramanga,1998,8386,486729,495115,154,959,0,0,0,0,NA,0,0,1,0
Santander,Bucaramanga,1999,8282,491319,499601,154,959,0,0,0,0,NA,0,0,1,0
Santander,Bucaramanga,2000,8150,495391,503541,154,959,0,0,0,0,NA,0,0,0,0
Santander,Bucaramanga,2001,7983,498972,506955,154,959,0,0,0,0,NA,0,0,0,2
Santander,Bucaramanga,2002,7814,502064,509878,154,959,0,0,0,0,NA,0,0,0,5
Santander,Bucaramanga,2003,7642,504738,512380,154,959,0,0,0,0,167,0,0,0,0
Santander,Bucaramanga,2004,7475,507069,514544,154,959,0,0,0,0,153,0,0,0,0
Santander,Bucaramanga,2005,7325,509135,516460,154,959,0,0,0,0,126,0,0,3,0
Santander,Bucaramanga,2006,7208,511052,518260,154,959,0,0,0,0,159,0,0,1,0
Santander,Bucaramanga,2007,7102,512818,519920,154,959,0,0,0,0,194,0,0,0,0
Santander,Bucaramanga,2008,7003,514432,521435,154,959,0,0,0,0,132,0,0,0,0
Santander,Bucaramanga,2009,6914,515892,522806,154,959,0,0,0,0,122,0,0,0,0
Santander,Bucaramanga,2010,6828,517202,524030,154,959,0,0,0,0,118,0,0,0,0
Santander,Bucaramanga,2011,6749,518370,525119,154,959,0,0,0,0,97,0,0,NA,NA
Santander,Bucaramanga,2012,6672,519384,526056,154,959,0,0,0,0,96,0,0,NA,NA
Santander,Bucaramanga,2013,6598,520229,526827,154,959,0,0,0,0,97,0,0,NA,NA
Santander,Bucaramanga,2014,6534,520917,527451,154,959,0,0,0,0,108,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Santander,Aguada,1993,2627,251,2878,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,1994,2594,252,2846,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,1995,2545,251,2796,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,1996,2482,249,2731,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,1997,2410,247,2657,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,1998,2332,245,2577,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,1999,2252,242,2494,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,2000,2172,240,2412,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,2001,2097,238,2335,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,2002,2028,235,2263,41,1802,115.0538101196289,0,1,0,NA,0,0,0,0
Santander,Aguada,2003,1967,233,2200,41,1802,115.0538101196289,0,1,0,1,0,0,0,0
Santander,Aguada,2004,1918,233,2151,41,1802,115.0538101196289,0,1,0,2,0,0,0,0
Santander,Aguada,2005,1884,233,2117,41,1802,115.0538101196289,0,1,0,0,0,0,0,0
Santander,Aguada,2006,1865,234,2099,41,1802,115.0538101196289,0,1,0,0,0,0,0,0
Santander,Aguada,2007,1826,233,2059,41,1802,115.0538101196289,0,1,0,0,0,0,0,0
Santander,Aguada,2008,1801,233,2034,41,1802,115.0538101196289,0,1,0,0,0,0,0,0
Santander,Aguada,2009,1777,232,2009,41,1802,115.0538101196289,0,1,0,1,0,0,0,0
Santander,Aguada,2010,1752,232,1984,41,1802,115.0538101196289,0,1,0,0,0,0,0,0
Santander,Aguada,2011,1719,229,1948,41,1802,115.0538101196289,0,1,0,0,0,0,NA,NA
Santander,Aguada,2012,1698,229,1927,41,1802,115.0538101196289,0,1,0,0,0,0,NA,NA
Santander,Aguada,2013,1677,228,1905,41,1802,115.0538101196289,0,1,0,0,0,0,NA,NA
Santander,Aguada,2014,1649,226,1875,41,1802,115.0538101196289,0,1,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Santander,Albania,1993,5220,438,5658,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,1994,5124,437,5561,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,1995,5007,434,5441,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,1996,4875,429,5304,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,1997,4734,423,5157,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,1998,4592,416,5008,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,1999,4456,412,4868,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,2000,4332,409,4741,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,2001,4223,408,4631,156,1925,173.81544494628906,1,0,0,NA,0,0,0,0
Santander,Albania,2002,4133,410,4543,156,1925,173.81544494628906,1,0,0,NA,5,1,0,0
Santander,Albania,2003,4069,414,4483,156,1925,173.81544494628906,1,0,0,4,0,0,1,0
Santander,Albania,2004,4035,424,4459,156,1925,173.81544494628906,1,0,0,0,2,1,0,0
Santander,Albania,2005,4035,438,4473,156,1925,173.81544494628906,1,0,0,1,0,0,0,0
Santander,Albania,2006,4070,457,4527,156,1925,173.81544494628906,1,0,0,0,0,0,0,0
Santander,Albania,2007,4113,476,4589,156,1925,173.81544494628906,1,0,0,3,0,0,0,0
Santander,Albania,2008,4145,494,4639,156,1925,173.81544494628906,1,0,0,2,0,0,0,0
Santander,Albania,2009,4193,511,4704,156,1925,173.81544494628906,1,0,0,3,0,0,0,0
Santander,Albania,2010,4245,528,4773,156,1925,173.81544494628906,1,0,0,0,0,0,0,0
Santander,Albania,2011,4289,544,4833,156,1925,173.81544494628906,1,0,0,0,0,0,NA,NA
Santander,Albania,2012,4340,559,4899,156,1925,173.81544494628906,1,0,0,1,0,0,NA,NA
Santander,Albania,2013,4387,574,4961,156,1925,173.81544494628906,1,0,0,0,0,0,NA,NA
Santander,Albania,2014,4433,588,5021,156,1925,173.81544494628906,1,0,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Santander,Aratoca,1993,6035,1774,7809,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,1994,6064,1816,7880,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,1995,6091,1856,7947,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,1996,6117,1895,8012,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,1997,6142,1931,8073,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,1998,6165,1969,8134,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,1999,6186,2005,8191,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,2000,6207,2042,8249,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,2001,6224,2077,8301,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,2002,6232,2111,8343,170,1805,46.88219451904297,0,0,0,NA,0,0,0,0
Santander,Aratoca,2003,6230,2144,8374,170,1805,46.88219451904297,0,0,0,0,0,0,0,0
Santander,Aratoca,2004,6216,2176,8392,170,1805,46.88219451904297,0,0,0,0,0,0,0,0
Santander,Aratoca,2005,6188,2207,8395,170,1805,46.88219451904297,0,0,0,1,0,0,0,0
Santander,Aratoca,2006,6150,2238,8388,170,1805,46.88219451904297,0,0,0,0,0,0,0,0
Santander,Aratoca,2007,6113,2268,8381,170,1805,46.88219451904297,0,0,0,1,0,0,0,0
Santander,Aratoca,2008,6078,2296,8374,170,1805,46.88219451904297,0,0,0,1,0,0,0,0
Santander,Aratoca,2009,6045,2321,8366,170,1805,46.88219451904297,0,0,0,0,0,0,0,0
Santander,Aratoca,2010,6013,2345,8358,170,1805,46.88219451904297,0,0,0,1,0,0,0,0
Santander,Aratoca,2011,5982,2367,8349,170,1805,46.88219451904297,0,0,0,0,0,0,NA,NA
Santander,Aratoca,2012,5953,2387,8340,170,1805,46.88219451904297,0,0,0,0,0,0,NA,NA
Santander,Aratoca,2013,5926,2405,8331,170,1805,46.88219451904297,0,0,0,0,0,0,NA,NA
Santander,Aratoca,2014,5901,2421,8322,170,1805,46.88219451904297,0,0,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Santander,Barbosa,1993,5274,16159,21433,57,1588,143.707763671875,0,1,0,NA,0,0,1,0
Santander,Barbosa,1994,5389,16554,21943,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,1995,5498,16927,22425,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,1996,5595,17274,22869,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,1997,5684,17608,23292,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,1998,5764,17934,23698,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,1999,5832,18257,24089,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,2000,5890,18587,24477,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,2001,5936,18903,24839,57,1588,143.707763671875,0,1,0,NA,0,0,0,0
Santander,Barbosa,2002,5964,19210,25174,57,1588,143.707763671875,0,1,0,NA,0,0,2,0
Santander,Barbosa,2003,5971,19515,25486,57,1588,143.707763671875,0,1,0,7,0,0,0,0
Santander,Barbosa,2004,5956,19819,25775,57,1588,143.707763671875,0,1,0,7,0,0,0,0
Santander,Barbosa,2005,5917,20129,26046,57,1588,143.707763671875,0,1,0,10,0,0,0,0
Santander,Barbosa,2006,5859,20445,26304,57,1588,143.707763671875,0,1,0,17,0,0,0,0
Santander,Barbosa,2007,5805,20772,26577,57,1588,143.707763671875,0,1,0,2,0,0,0,0
Santander,Barbosa,2008,5757,21086,26843,57,1588,143.707763671875,0,1,0,3,0,0,0,0
Santander,Barbosa,2009,5714,21400,27114,57,1588,143.707763671875,0,1,0,9,0,0,0,0
Santander,Barbosa,2010,5676,21696,27372,57,1588,143.707763671875,0,1,0,6,0,0,0,0
Santander,Barbosa,2011,5644,21982,27626,57,1588,143.707763671875,0,1,0,4,0,0,NA,NA
Santander,Barbosa,2012,5616,22261,27877,57,1588,143.707763671875,0,1,0,3,0,0,NA,NA
Santander,Barbosa,2013,5594,22538,28132,57,1588,143.707763671875,0,1,0,4,0,0,NA,NA
Santander,Barbosa,2014,5577,22811,28388,57,1588,143.707763671875,0,1,0,4,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Santander,Barichara,1993,7873,2851,10724,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,1994,7755,2838,10593,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,1995,7567,2823,10390,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,1996,7325,2805,10130,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,1997,7041,2786,9827,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,1998,6730,2767,9497,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,1999,6407,2747,9154,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,2000,6085,2727,8812,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,2001,5779,2708,8487,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,2002,5503,2691,8194,134,1336,57.6833610534668,0,0,0,NA,0,0,0,0
Santander,Barichara,2003,5271,2676,7947,134,1336,57.6833610534668,0,0,0,2,0,0,0,0
Santander,Barichara,2004,5098,2663,7761,134,1336,57.6833610534668,0,0,0,0,0,0,0,0
Santander,Barichara,2005,4997,2654,7651,134,1336,57.6833610534668,0,0,0,0,0,0,0,0
Santander,Barichara,2006,4966,2648,7614,134,1336,57.6833610534668,0,0,0,0,0,0,0,0
Santander,Barichara,2007,4928,2642,7570,134,1336,57.6833610534668,0,0,0,0,0,0,0,0
Santander,Barichara,2008,4885,2637,7522,134,1336,57.6833610534668,0,0,0,2,0,0,0,0
Santander,Barichara,2009,4850,2632,7482,134,1336,57.6833610534668,0,0,0,0,0,0,0,0
Santander,Barichara,2010,4819,2628,7447,134,1336,57.6833610534668,0,0,0,0,0,0,0,0
Santander,Barichara,2011,4766,2625,7391,134,1336,57.6833610534668,0,0,0,0,0,0,NA,NA
Santander,Barichara,2012,4730,2622,7352,134,1336,57.6833610534668,0,0,0,0,0,0,NA,NA
Santander,Barichara,2013,4686,2620,7306,134,1336,57.6833610534668,0,0,0,0,0,0,NA,NA
Santander,Barichara,2014,4643,2618,7261,134,1336,57.6833610534668,0,0,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Santander,Barrancabermeja,1993,18216,157288,175504,1274,75,80.69659423828125,1,0,1,NA,0,0,1,0
Santander,Barrancabermeja,1994,18468,159297,177765,1274,75,80.69659423828125,1,0,1,NA,0,0,3,0
Santander,Barrancabermeja,1995,18660,161029,179689,1274,75,80.69659423828125,1,0,1,NA,0,0,2,0
Santander,Barrancabermeja,1996,18823,162482,181305,1274,75,80.69659423828125,1,0,1,NA,0,0,0,0
Santander,Barrancabermeja,1997,18952,163755,182707,1274,75,80.69659423828125,1,0,1,NA,0,0,0,0
Santander,Barrancabermeja,1998,19052,164917,183969,1274,75,80.69659423828125,1,0,1,NA,0,0,1,1
Santander,Barrancabermeja,1999,19150,166020,185170,1274,75,80.69659423828125,1,0,1,NA,0,0,3,0
Santander,Barrancabermeja,2000,19248,167149,186397,1274,75,80.69659423828125,1,0,1,NA,0,1,3,7
Santander,Barrancabermeja,2001,19327,168066,187393,1274,75,80.69659423828125,1,0,1,NA,0,0,4,12
Santander,Barrancabermeja,2002,19381,168861,188242,1274,75,80.69659423828125,1,0,1,NA,0,0,0,5
Santander,Barrancabermeja,2003,19397,169558,188955,1274,75,80.69659423828125,1,0,1,115,0,0,0,4
Santander,Barrancabermeja,2004,19345,170202,189547,1274,75,80.69659423828125,1,0,1,111,0,0,0,0
Santander,Barrancabermeja,2005,19248,170821,190069,1274,75,80.69659423828125,1,0,1,134,0,0,0,1
Santander,Barrancabermeja,2006,19130,171415,190545,1274,75,80.69659423828125,1,0,1,85,0,0,0,1
Santander,Barrancabermeja,2007,19018,171846,190864,1274,75,80.69659423828125,1,0,1,59,0,0,0,0
Santander,Barrancabermeja,2008,18913,172223,191136,1274,75,80.69659423828125,1,0,1,88,0,0,1,0
