leader,startdate,enddate,angloedu,westedu,noedu,polity2change,BMRtransition,ethfrac,britcolony,igdp,ioil,usally,studentflowthousand
Sheikh Mujib Rahman,13/01/1972,15/08/1975,0,0,0,-10,0,0.004975080024451017,1,0.01448800048828125,0,0,0
Shevardnadze,10/03/1992,23/11/2003,0,0,0,1,0,0.4955100417137146,0,0.04593240234375,0,0,0
Shick Gutierrez,01/05/1963,03/08/1966,0,0,0,0,0,0.17932868003845215,0,0.0493156982421875,0,1,0.21199999749660492
Shishakli,19/12/1949,28/02/1954,0,0,1,-12,0,0.223094642162323,0,0.008373599853515625,1,0,0.09799999743700027
Siad Barre,21/10/1969,26/01/1991,0,0,1,-14,0,0.07674294710159302,1,0.014588399658203124,0,0,0.07500000298023224
Sidi Ahmed Taya,12/12/1984,31/12/2004,0,0,1,1,0,0.3354172706604004,0,0.011815799560546876,0,0,0.017000000923871994
Sihanouk,09/11/1953,18/03/1970,0,0,1,-6,NA,0.2969233989715576,0,0.0194672,0,1,0
Siles Zuazo,17/06/1956,06/08/1960,0,0,0,1,0,0.678132951259613,0,0.0270510009765625,0,1,0.15700000524520874
Siphandon,24/02/1998,31/12/2004,0,0,1,0,0,0.5996567010879517,0,0.014311199951171876,0,0,0.11900000274181366
Smith,11/11/1965,23/05/1979,0,0,0,0,NA,0.5439504384994507,1,0.0234191,0,0,0.1770000010728836
Snegur,03/09/1990,15/01/1997,0,0,0,2,NA,0.5515695214271545,0,0.0290068,0,0,0
"Soglo, C",04/04/1991,04/04/1996,0,1,0,6,1,0.6181775331497192,0,0.010864599609375001,0,0,0.028999999165534973
Somare,16/09/1975,11/03/1980,0,0,1,0,NA,0.44505029916763306,1,0.0256826,0,0,0
Somare,02/08/1982,21/11/1985,0,0,1,0,0,0.44505029916763306,1,0.0357472998046875,0,0,0.02199999988079071
Souvanna Phouma,21/11/1951,25/11/1954,0,1,0,NA,NA,0.5996567010879517,0,0.0098675,0,0,0
Souvanna Phouma,20/04/1964,02/12/1975,0,1,0,-5,0,0.5996567010879517,0,0.0098675,0,0,0.023000000044703484
Stevens,19/04/1968,28/11/1985,1,1,0,0,0,0.7688465118408203,1,0.014602700195312499,0,0,0.17900000512599945
Strasser,01/05/1992,17/01/1996,0,0,1,-1,0,0.7688465118408203,1,0.010761400146484374,0,0,0.3310000002384186
Strijdom,02/12/1954,23/08/1958,0,0,0,0,0,0.8772270679473877,1,0.0427797998046875,0,0,0.1379999965429306
Stroessner,11/07/1954,03/02/1989,0,0,1,-3,0,0.1449223756790161,0,0.02326409912109375,0,1,0.02800000086426735
Suazo Cordova,27/01/1982,27/01/1986,0,0,0,1,1,0.16173255443572998,0,0.023976101074218752,0,1,0.8759999871253967
Subhuza II,06/09/1968,21/08/1982,0,0,1,-10,NA,0.386751651763916,1,0.0268673,0,0,0.02199999988079071
Suharto,12/03/1966,21/05/1998,0,0,1,-2,0,0.7640583515167236,0,0.010163699951171874,1,0,0.765999972820282
Sukarno,27/12/1949,12/03/1966,0,0,0,-8,0,0.7640583515167236,0,0.0107128,1,0,0.019999999552965164
Tarlev,07/04/2001,31/12/2004,0,0,1,1,0,0.5515695214271545,0,0.022175900878906248,0,0,0.1589999943971634
Taylor,02/08/1997,11/08/2003,1,1,0,0,0,0.8299122452735901,0,0.0018697999572753906,0,0,0.32100000977516174
Ter-Petrosyan,16/10/1991,03/02/1998,0,0,0,-13,NA,0.1150442436337471,0,0.0267266,0,0,0
Thaksin Shinawatra,10/02/2001,31/12/2004,1,1,0,0,0,0.6636521220207214,0,0.0647360009765625,0,0,10.982999801635742
Than Shwe,23/04/1992,31/12/2004,0,0,1,0,0,0.47550487518310547,1,0.008764500122070312,0,0,0.36800000071525574
Thanon Kittakachorn,08/12/1963,13/10/1973,0,0,1,0,0,0.6636521220207214,0,0.011280100097656249,0,1,0.9900000095367432
Tolbert,23/07/1971,12/04/1980,0,0,0,0,0,0.8299122452735901,0,0.020042099609375003,0,1,0.3370000123977661
Tombalbaye,11/08/1960,13/04/1975,0,0,1,0,NA,0.8262728452682495,0,0.0114175,0,0,0
Torrijos Herrera,12/10/1968,31/07/1981,0,0,1,-10,0,0.26085156202316284,0,0.034894699707031254,0,1,0.6880000233650208
Toure,02/10/1958,26/03/1984,0,0,1,0,NA,0.749607503414154,0,0.0269263,0,0,0
Traore,19/11/1968,26/03/1991,0,0,1,0,0,0.7783107161521912,0,0.0059888000488281246,0,0,0.009999999776482582
Trejos,08/05/1966,08/05/1970,1,1,0,0,0,0.07109004259109497,0,0.0492033984375,0,1,0.26600000262260437
Tribhuvan,18/02/1951,13/03/1955,0,0,1,-2,0,0.6992368698120117,0,0.008001599731445312,0,0,0
Trujillo,07/08/1990,07/08/1994,0,0,0,1,0,0.06015270948410034,0,0.05325509765625,0,1,2.993000030517578
Tsedenbal,26/01/1952,23/08/1984,0,0,0,2,0,0.3832249641418457,0,0.0106672998046875,0,0,0
Tsiranana,26/06/1960,08/10/1972,0,1,0,0,NA,0.06219040974974632,0,0.0126751,0,0,0
Tudjman,30/05/1990,26/11/1999,0,0,0,-2,NA,0.3342210054397583,0,0.083891,0,0,0
Turbay,07/08/1978,07/08/1982,0,0,0,0,0,0.06015270948410034,0,0.04272240234375,0,1,1.5160000324249268
U Nu,04/01/1948,12/06/1956,0,0,0,0,NA,0.47550487518310547,1,0.0030986,0,1,0.006000000052154064
Ugarteche,28/07/1956,19/07/1962,0,0,0,7,1,0.5896865129470825,0,0.029596000976562502,0,1,0.2669999897480011
Vacariou,04/11/1992,12/12/1996,0,0,0,0,0,0.2521630525588989,0,0.0493952001953125,0,0,0.3799999952316284
Vajpayee,19/03/1998,22/05/2004,0,0,0,0,0,0.8864781856536865,1,0.022444899902343753,0,0,33.81800079345703
Van Thieu,14/06/1965,21/04/1975,0,0,1,0,0,0.26371169090270996,0,0.0067800000000000004,0,1,0.4300000071525574
Vargas,10/02/1951,24/08/1954,0,0,0,0,0,0.07058024406433105,0,0.01801989990234375,0,1,0.44600000977516174
Vargas,07/08/1986,07/08/1990,1,1,0,0,0,0.06015270948410034,0,0.048410898437499995,0,1,3.438999891281128
Vassiliou,28/02/1988,28/02/1993,1,1,0,0,0,0.348582923412323,1,0.11784629882812499,0,0,1.6519999504089355
Veiga,04/04/1991,29/07/2000,0,1,0,10,1,NA,0,0.02866580078125,NA,0,0.0949999988079071
Velasco Alvarado,03/10/1968,29/08/1975,0,0,1,-12,0,0.5896865129470825,0,0.042081298828125,0,1,1.0180000066757202
Velasco Ibarra,01/09/1968,15/02/1972,0,1,0,1,0,0.53385329246521,0,0.025667299804687498,0,1,0.4350000023841858
Velasco Ibarra,01/09/1952,01/09/1956,0,1,0,0,0,0.53385329246521,0,0.019373199462890626,0,1,0.12700000405311584
Venetiaan,12/08/2000,31/12/2004,0,1,1,0,0,NA,0,0.0626031982421875,NA,0,0.12399999797344208
Venetiaan,16/09/1991,15/09/1996,0,1,1,3,1,NA,0,0.046466298828125,NA,0,0.1809999942779541
Verwoerd,03/09/1958,06/09/1966,0,1,0,0,0,0.8772270679473877,1,0.04730919921875001,0,0,0.17599999904632568
Videla,29/03/1976,29/03/1981,0,0,0,-15,0,0.30731916427612305,0,0.10440139648437499,0,1,0.45100000500679016
Vieira,14/11/1980,07/05/1999,0,0,1,7,0,0.8037569522857666,0,0.00657780029296875,0,0,0.017999999225139618
Villeda Morales,21/12/1957,03/10/1963,0,0,0,0,1,0.16173255443572998,0,0.017156800537109374,0,1,0.17599999904632568
Violeta Chamorro,25/04/1990,10/01/1997,1,1,0,9,0,0.17932868003845215,0,0.039034599609375,0,1,2.2049999237060547
Vorster,13/09/1966,28/09/1978,0,0,0,0,0,0.8772270679473877,1,0.0574447998046875,0,0,0.38999998569488525
"Wangchuck, Jigme Singye",21/07/1972,20/07/1998,1,1,0,0,0,0.679660439491272,1,0.0023300999450683595,0,0,0.0010000000474974513
"Wangchuk, Jigme Dorji",24/03/1952,21/07/1972,0,0,1,0,0,0.679660439491272,1,0.0022725999450683592,0,0,0
Wasmosy Monti,15/08/1993,15/08/1998,0,0,0,0,0,0.1449223756790161,0,0.051156899414062505,0,0,0.24300000071525574
Wijdenbosch,15/09/1996,12/08/2000,0,0,1,0,0,NA,0,0.028700500488281253,NA,0,0.13500000536441803
Williams,31/08/1962,29/03/1981,1,1,0,0,NA,0.5584315061569214,1,0.0683617,1,1,0.2529999911785126
Yameogo,05/08/1960,03/01/1966,0,0,1,0,NA,0.6782554388046265,0,0.0076769,0,0,0
Ydigoras Fuente,02/03/1958,31/03/1963,0,0,0,1,1,0.6436841487884521,0,0.023144699707031247,0,1,0.29499998688697815
Yeltsin,21/08/1991,31/12/1999,0,0,0,3,1,0.33309298753738403,0,0.12401190429687499,1,0,1.0809999704360962
Yen Chia-Kan,05/04/1975,20/05/1978,0,0,0,1,0,0.274399995803833,0,0.03874739990234375,0,1,8.4160003662109375
Youlou,15/08/1960,15/08/1963,0,0,1,0,NA,0.6572123765945435,0,0.010095,0,0,0
Zafy,27/03/1993,05/09/1996,0,1,0,0,1,0.06219041347503662,0,0.008796199951171875,0,0,0.06800000369548798
Zeroual,31/01/1994,27/04/1999,0,0,1,4,0,0.4352734088897705,0,0.054300400390624996,1,0,0.24500000476837158
Zhivkov,16/04/1956,10/11/1989,0,0,1,0,0,0.21994948387145996,0,0.0563166015625,0,0,0.0020000000949949026
Zia,05/07/1977,17/08/1988,0,0,0,-12,0,0.6445090174674988,1,0.013579100341796874,0,1,1.2000000476837158
Ziaur Rahman,06/11/1975,30/05/1981,0,0,1,-2,0,0.004975080490112305,1,0.01225,0,0,0
Zine Al-Abidine Ben Ali,07/11/1987,31/12/2004,0,0,1,4,0,0.15825098752975464,0,0.0467047998046875,0,0,0.6650000214576721
deKlerk,15/08/1989,10/05/1994,0,0,0,4,0,0.8772270679473877,1,0.075477001953125,0,0,1.8890000581741333
